"state1","state2","jaccard"
"Alabama","Connecticut",0.303427031189834
"Alaska","Connecticut",0.0927361469997129
"Arizona","Connecticut",0.089143865842895
"Arkansas","Connecticut",0.307187089510227
"California","Connecticut",0.0892608660063845
"Colorado","Connecticut",0.168828011022856
"Delaware","Connecticut",0.385878891885266
"Florida","Connecticut",0.177647274729308
"Georgia","Connecticut",0.32511785625672
"Hawaii","Connecticut",0.0348328210859644
"Idaho","Connecticut",0.133679169992019
"Illinois","Connecticut",0.413886874546773
"Indiana","Connecticut",0.410991636798088
"Iowa","Connecticut",0.324630314232902
"Kansas","Connecticut",0.271055818562149
"Kentucky","Connecticut",0.388832280415733
"Louisiana","Connecticut",0.247913418325232
"Maine","Connecticut",0.441032342371774
"Maryland","Connecticut",0.476998223801066
"Massachusetts","Connecticut",0.531482310792656
"Michigan","Connecticut",0.454966641957005
"Minnesota","Connecticut",0.37450161382191
"Mississippi","Connecticut",0.255267347129881
"Missouri","Connecticut",0.370098039215686
"Montana","Connecticut",0.133667416649622
"Nebraska","Connecticut",0.271017699115044
"Nevada","Connecticut",0.0769743101807802
"New Hampshire","Connecticut",0.474815870753148
"New Jersey","Connecticut",0.497477391718229
"New Mexico","Connecticut",0.108921992631748
"New York","Connecticut",0.462560656961553
"North Carolina","Connecticut",0.377961998386032
"North Dakota","Connecticut",0.136275897567881
"Ohio","Connecticut",0.457999483070561
"Oklahoma","Connecticut",0.264175257731959
"Oregon","Connecticut",0.140465793304221
"Pennsylvania","Connecticut",0.490044247787611
"Rhode Island","Connecticut",0.447102115915363
"South Carolina","Connecticut",0.311611910580143
"South Dakota","Connecticut",0.178780284043442
"Tennessee","Connecticut",0.382342470630118
"Texas","Connecticut",0.181352613345383
"Utah","Connecticut",0.118154017236586
"Vermont","Connecticut",0.47918410041841
"Virginia","Connecticut",0.434606481481481
"Washington","Connecticut",0.157189901207464
"West Virginia","Connecticut",0.451548229004233
"Wisconsin","Connecticut",0.432705248990579
"Wyoming","Connecticut",0.0950345281157514
"Alabama","Delaware",0.305696144290052
"Alaska","Delaware",0.0660609037328094
"Arizona","Delaware",0.0904769709883626
"Arkansas","Delaware",0.347454567336623
"California","Delaware",0.0705671374131361
"Colorado","Delaware",0.146037661828168
"Connecticut","Delaware",0.385878891885266
"Florida","Delaware",0.191988451822447
"Georgia","Delaware",0.343241330502477
"Hawaii","Delaware",0.0449157829070493
"Idaho","Delaware",0.123730138056786
"Illinois","Delaware",0.3446941975954
"Indiana","Delaware",0.372704357220022
"Iowa","Delaware",0.330995578594298
"Kansas","Delaware",0.331066787549109
"Kentucky","Delaware",0.402420185375901
"Louisiana","Delaware",0.301640522093162
"Maine","Delaware",0.294327990135635
"Maryland","Delaware",0.403535353535354
"Massachusetts","Delaware",0.315172603241461
"Michigan","Delaware",0.303246557442959
"Minnesota","Delaware",0.259302949061662
"Mississippi","Delaware",0.327485380116959
"Missouri","Delaware",0.371278672523182
"Montana","Delaware",0.118269488347174
"Nebraska","Delaware",0.291531425199174
"Nevada","Delaware",0.0854938661945112
"New Hampshire","Delaware",0.335402869757174
"New Jersey","Delaware",0.416040100250627
"New Mexico","Delaware",0.115125966074476
"New York","Delaware",0.2914719178607
"North Carolina","Delaware",0.320197449609214
"North Dakota","Delaware",0.157235093049753
"Ohio","Delaware",0.330114382148884
"Oklahoma","Delaware",0.30447159293085
"Oregon","Delaware",0.112793598898735
"Pennsylvania","Delaware",0.328806547351381
"Rhode Island","Delaware",0.419139084205111
"South Carolina","Delaware",0.368090306063075
"South Dakota","Delaware",0.198757763975155
"Tennessee","Delaware",0.365489275424181
"Texas","Delaware",0.171700664938578
"Utah","Delaware",0.118570914758422
"Vermont","Delaware",0.29558105191412
"Virginia","Delaware",0.370814967645128
"Washington","Delaware",0.11645180568599
"West Virginia","Delaware",0.38966122283709
"Wisconsin","Delaware",0.291750716636586
"Wyoming","Delaware",0.0947781466948385
"Alabama","Florida",0.362259970457903
"Alaska","Florida",0.0327329192546584
"Arizona","Florida",0.0871745024811992
"Arkansas","Florida",0.251045751633987
"California","Florida",0.0822281167108753
"Colorado","Florida",0.0870528297707387
"Connecticut","Florida",0.177647274729308
"Delaware","Florida",0.191988451822447
"Georgia","Florida",0.358697043389223
"Hawaii","Florida",0.0820128621626997
"Idaho","Florida",0.0544633199720048
"Illinois","Florida",0.203064469499855
"Indiana","Florida",0.186616053388845
"Iowa","Florida",0.137371257076598
"Kansas","Florida",0.164928382700598
"Kentucky","Florida",0.211822976971568
"Louisiana","Florida",0.345754953150705
"Maine","Florida",0.126710654936461
"Maryland","Florida",0.246077480458721
"Massachusetts","Florida",0.183950748328203
"Michigan","Florida",0.161141651396524
"Minnesota","Florida",0.130779392338177
"Mississippi","Florida",0.336348625170508
"Missouri","Florida",0.218109086291193
"Montana","Florida",0.0503448720428028
"Nebraska","Florida",0.130908844643099
"Nevada","Florida",0.0509983466870151
"New Hampshire","Florida",0.131048645873444
"New Jersey","Florida",0.234014968471919
"New Mexico","Florida",0.0811960962324104
"New York","Florida",0.191562965454283
"North Carolina","Florida",0.313191023535851
"North Dakota","Florida",0.0562786848243172
"Ohio","Florida",0.198137721957557
"Oklahoma","Florida",0.223154904113127
"Oregon","Florida",0.0694565384418378
"Pennsylvania","Florida",0.192650918635171
"Rhode Island","Florida",0.150109905693824
"South Carolina","Florida",0.359064569536424
"South Dakota","Florida",0.0784958535887904
"Tennessee","Florida",0.242050422180969
"Texas","Florida",0.287833295989245
"Utah","Florida",0.0601411475912857
"Vermont","Florida",0.132307332202001
"Virginia","Florida",0.25960250111657
"Washington","Florida",0.0694409116345322
"West Virginia","Florida",0.168545803971813
"Wisconsin","Florida",0.150045745654163
"Wyoming","Florida",0.0381830601092896
"Alabama","Georgia",0.535244437225922
"Alaska","Georgia",0.0498354489891866
"Arizona","Georgia",0.0954957145462282
"Arkansas","Georgia",0.407269832846909
"California","Georgia",0.0880070009892702
"Colorado","Georgia",0.122740963855422
"Connecticut","Georgia",0.32511785625672
"Delaware","Georgia",0.343241330502477
"Florida","Georgia",0.358697043389223
"Hawaii","Georgia",0.0543653350515464
"Idaho","Georgia",0.0840848159883012
"Illinois","Georgia",0.353507353507354
"Indiana","Georgia",0.344991256557582
"Iowa","Georgia",0.241665897128082
"Kansas","Georgia",0.261072261072261
"Kentucky","Georgia",0.414205472005798
"Louisiana","Georgia",0.424810311728677
"Maine","Georgia",0.230128567963128
"Maryland","Georgia",0.424929178470255
"Massachusetts","Georgia",0.308304189810053
"Michigan","Georgia",0.290374370575786
"Minnesota","Georgia",0.232237777944149
"Mississippi","Georgia",0.455121535987894
"Missouri","Georgia",0.380548585272995
"Montana","Georgia",0.0801984291029351
"Nebraska","Georgia",0.209156193895871
"Nevada","Georgia",0.0652835629605896
"New Hampshire","Georgia",0.249891464791178
"New Jersey","Georgia",0.387683146595628
"New Mexico","Georgia",0.0994858969014867
"New York","Georgia",0.313702801461632
"North Carolina","Georgia",0.505656272661349
"North Dakota","Georgia",0.0880724710619024
"Ohio","Georgia",0.363066051341217
"Oklahoma","Georgia",0.322838622779695
"Oregon","Georgia",0.101541534044811
"Pennsylvania","Georgia",0.352790116601888
"Rhode Island","Georgia",0.26126213592233
"South Carolina","Georgia",0.54131187423973
"South Dakota","Georgia",0.121971990915973
"Tennessee","Georgia",0.474198164828689
"Texas","Georgia",0.281408549756367
"Utah","Georgia",0.0866470679251122
"Vermont","Georgia",0.251144741948002
"Virginia","Georgia",0.459094339622642
"Washington","Georgia",0.1037841191067
"West Virginia","Georgia",0.349878608038845
"Wisconsin","Georgia",0.272364157057804
"Wyoming","Georgia",0.0577942735949099
"Alabama","Hawaii",0.0536063845806354
"Alaska","Hawaii",0.0238870792616721
"Arizona","Hawaii",0.0436201544217146
"Arkansas","Hawaii",0.0467174119885823
"California","Hawaii",0.0419709634843819
"Colorado","Hawaii",0.0329018338727077
"Connecticut","Hawaii",0.0348328210859644
"Delaware","Hawaii",0.0449157829070493
"Florida","Hawaii",0.0820128621626997
"Georgia","Hawaii",0.0543653350515464
"Idaho","Hawaii",0.0337092424613876
"Illinois","Hawaii",0.0375982961992136
"Indiana","Hawaii",0.0368013281682346
"Iowa","Hawaii",0.033418089357065
"Kansas","Hawaii",0.0397103198551599
"Kentucky","Hawaii",0.0405563120015561
"Louisiana","Hawaii",0.0671798460461861
"Maine","Hawaii",0.0296851574212894
"Maryland","Hawaii",0.0382720727548314
"Massachusetts","Hawaii",0.0326530612244898
"Michigan","Hawaii",0.0317498788172564
"Minnesota","Hawaii",0.0285001781261133
"Mississippi","Hawaii",0.0576592951630819
"Missouri","Hawaii",0.0395331325301205
"Montana","Hawaii",0.0264350453172205
"Nebraska","Hawaii",0.0365750272496064
"Nevada","Hawaii",0.0392764217569074
"New Hampshire","Hawaii",0.0309816284378737
"New Jersey","Hawaii",0.040565807657914
"New Mexico","Hawaii",0.0378434914899686
"New York","Hawaii",0.0342044819666025
"North Carolina","Hawaii",0.0439936775553214
"North Dakota","Hawaii",0.0266272189349112
"Ohio","Hawaii",0.0343756930583278
"Oklahoma","Hawaii",0.0427606177606178
"Oregon","Hawaii",0.0383079305566876
"Pennsylvania","Hawaii",0.0352172678216416
"Rhode Island","Hawaii",0.0396294390118374
"South Carolina","Hawaii",0.0581182500457624
"South Dakota","Hawaii",0.033784789403185
"Tennessee","Hawaii",0.0407168814007268
"Texas","Hawaii",0.0527983644262714
"Utah","Hawaii",0.0368898978433598
"Vermont","Hawaii",0.0288179148311307
"Virginia","Hawaii",0.0410741355663033
"Washington","Hawaii",0.0353640893746986
"West Virginia","Hawaii",0.0346205059920107
"Wisconsin","Hawaii",0.0313576843556168
"Wyoming","Hawaii",0.0240824024372552
"Alabama","Idaho",0.0774408228087423
"Alaska","Idaho",0.163316917343272
"Arizona","Idaho",0.154457498272287
"Arkansas","Idaho",0.102144745862305
"California","Idaho",0.157103494948518
"Colorado","Idaho",0.299723298284449
"Connecticut","Idaho",0.133679169992019
"Delaware","Idaho",0.123730138056786
"Florida","Idaho",0.0544633199720048
"Georgia","Idaho",0.0840848159883012
"Hawaii","Idaho",0.0337092424613876
"Illinois","Idaho",0.136423608056997
"Indiana","Idaho",0.136219849742981
"Iowa","Idaho",0.157686734290607
"Kansas","Idaho",0.144867656552615
"Kentucky","Idaho",0.117551020408163
"Louisiana","Idaho",0.0761201378631216
"Maine","Idaho",0.163854890285588
"Maryland","Idaho",0.11508031647087
"Massachusetts","Idaho",0.126200702850449
"Michigan","Idaho",0.165354330708661
"Minnesota","Idaho",0.179746076177147
"Mississippi","Idaho",0.0793922318373918
"Missouri","Idaho",0.123073864201213
"Montana","Idaho",0.429275756545393
"Nebraska","Idaho",0.190006752194463
"Nevada","Idaho",0.284525048312769
"New Hampshire","Idaho",0.159442724458204
"New Jersey","Idaho",0.12370867768595
"New Mexico","Idaho",0.199441520781871
"New York","Idaho",0.125807095786461
"North Carolina","Idaho",0.0934953829440521
"North Dakota","Idaho",0.191786129407207
"Ohio","Idaho",0.128138116733983
"Oklahoma","Idaho",0.116767676767677
"Oregon","Idaho",0.341317365269461
"Pennsylvania","Idaho",0.12824218452879
"Rhode Island","Idaho",0.141819676623733
"South Carolina","Idaho",0.0827605169095408
"South Dakota","Idaho",0.227660300136426
"Tennessee","Idaho",0.10819898267092
"Texas","Idaho",0.0764584408879711
"Utah","Idaho",0.363345919256462
"Vermont","Idaho",0.15333534560821
"Virginia","Idaho",0.107045866022933
"Washington","Idaho",0.340032646398694
"West Virginia","Idaho",0.130596200043678
"Wisconsin","Idaho",0.164396609200876
"Wyoming","Idaho",0.360372093023256
"Alabama","Illinois",0.358697250404352
"Alaska","Illinois",0.0780224345658496
"Arizona","Illinois",0.110634269485642
"Arkansas","Illinois",0.431555596635549
"California","Illinois",0.104182181632893
"Colorado","Illinois",0.202544031311155
"Connecticut","Illinois",0.413886874546773
"Delaware","Illinois",0.3446941975954
"Florida","Illinois",0.203064469499855
"Georgia","Illinois",0.353507353507354
"Hawaii","Illinois",0.0375982961992136
"Idaho","Illinois",0.136423608056997
"Indiana","Illinois",0.523292978208232
"Iowa","Illinois",0.408240510435817
"Kansas","Illinois",0.373270440251572
"Kentucky","Illinois",0.481994730164926
"Louisiana","Illinois",0.307745385544247
"Maine","Illinois",0.315864400747397
"Maryland","Illinois",0.473228027541515
"Massachusetts","Illinois",0.41079936474325
"Michigan","Illinois",0.480864939076712
"Minnesota","Illinois",0.4323358642251
"Mississippi","Illinois",0.31873071837814
"Missouri","Illinois",0.525788387857353
"Montana","Illinois",0.138828828828829
"Nebraska","Illinois",0.335448868870918
"Nevada","Illinois",0.0861312637084528
"New Hampshire","Illinois",0.330951700485853
"New Jersey","Illinois",0.439623584277149
"New Mexico","Illinois",0.135170990566038
"New York","Illinois",0.438865074505001
"North Carolina","Illinois",0.386529415774763
"North Dakota","Illinois",0.150293498726326
"Ohio","Illinois",0.545842395850761
"Oklahoma","Illinois",0.363960749330955
"Oregon","Illinois",0.144508670520231
"Pennsylvania","Illinois",0.474746693479774
"Rhode Island","Illinois",0.306884359400998
"South Carolina","Illinois",0.321475625823452
"South Dakota","Illinois",0.212793041264453
"Tennessee","Illinois",0.463640256959315
"Texas","Illinois",0.25
"Utah","Illinois",0.134032634032634
"Vermont","Illinois",0.381778169014085
"Virginia","Illinois",0.450076687116564
"Washington","Illinois",0.157470345195255
"West Virginia","Illinois",0.410968178740691
"Wisconsin","Illinois",0.49600072714052
"Wyoming","Illinois",0.103507598203192
"Alabama","Indiana",0.328374483994081
"Alaska","Indiana",0.0776409107876073
"Arizona","Indiana",0.103815439219166
"Arkansas","Indiana",0.385145784081954
"California","Indiana",0.096735832034774
"Colorado","Indiana",0.175838383838384
"Connecticut","Indiana",0.410991636798088
"Delaware","Indiana",0.372704357220022
"Florida","Indiana",0.186616053388845
"Georgia","Indiana",0.344991256557582
"Hawaii","Indiana",0.0368013281682346
"Idaho","Indiana",0.136219849742981
"Illinois","Indiana",0.523292978208232
"Iowa","Indiana",0.403534253207456
"Kansas","Indiana",0.350647848218417
"Kentucky","Indiana",0.47766323024055
"Louisiana","Indiana",0.277767441860465
"Maine","Indiana",0.320324078648355
"Maryland","Indiana",0.43784850304538
"Massachusetts","Indiana",0.366188248354611
"Michigan","Indiana",0.455414598271741
"Minnesota","Indiana",0.376389674015451
"Mississippi","Indiana",0.302068302068302
"Missouri","Indiana",0.479131711409396
"Montana","Indiana",0.133057183269347
"Nebraska","Indiana",0.313885119855269
"Nevada","Indiana",0.0820338342311691
"New Hampshire","Indiana",0.339991454817347
"New Jersey","Indiana",0.436034404708013
"New Mexico","Indiana",0.120590121872996
"New York","Indiana",0.400241408690713
"North Carolina","Indiana",0.352958008441233
"North Dakota","Indiana",0.150783457487799
"Ohio","Indiana",0.508847991505928
"Oklahoma","Indiana",0.315245232900104
"Oregon","Indiana",0.144098479362781
"Pennsylvania","Indiana",0.461799801126947
"Rhode Island","Indiana",0.326625386996904
"South Carolina","Indiana",0.311272531611515
"South Dakota","Indiana",0.203777216408036
"Tennessee","Indiana",0.439389761970407
"Texas","Indiana",0.202979610515076
"Utah","Indiana",0.125819255977107
"Vermont","Indiana",0.360308836145267
"Virginia","Indiana",0.421382113821138
"Washington","Indiana",0.155876169071268
"West Virginia","Indiana",0.444944560324953
"Wisconsin","Indiana",0.436502627806976
"Wyoming","Indiana",0.0967811856508074
"Alabama","Iowa",0.233261710356682
"Alaska","Iowa",0.079345703125
"Arizona","Iowa",0.103137544032113
"Arkansas","Iowa",0.316179879462216
"California","Iowa",0.0755223479933784
"Colorado","Iowa",0.199493670886076
"Connecticut","Iowa",0.324630314232902
"Delaware","Iowa",0.330995578594298
"Florida","Iowa",0.137371257076598
"Georgia","Iowa",0.241665897128082
"Hawaii","Iowa",0.033418089357065
"Idaho","Iowa",0.157686734290607
"Illinois","Iowa",0.408240510435817
"Indiana","Iowa",0.403534253207456
"Kansas","Iowa",0.422521808088818
"Kentucky","Iowa",0.362504622211266
"Louisiana","Iowa",0.229791504069573
"Maine","Iowa",0.27582904345744
"Maryland","Iowa",0.30452942268424
"Massachusetts","Iowa",0.278095573352108
"Michigan","Iowa",0.35124562487132
"Minnesota","Iowa",0.387943097014925
"Mississippi","Iowa",0.239583333333333
"Missouri","Iowa",0.398650306748466
"Montana","Iowa",0.173493311267411
"Nebraska","Iowa",0.421917371191578
"Nevada","Iowa",0.102939321306926
